nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0576298	Olivier Megaton	1965	\N	director,writer,assistant_director	tt1129442,tt0178655,tt1657507,tt1397280
nm0576987	Fernando Meirelles	1955	\N	producer,director,writer	tt8404614,tt0317248,tt0387131,tt0861689
nm0577477	Ib Melchior	1917	2015	writer,director,miscellaneous	tt0056405,tt0452608,tt0120738,tt0052564
nm0577647	Theodore Melfi	1970	\N	producer,director,writer	tt5904106,tt4846340,tt2568862,tt2170593
nm0583127	George Meyer	\N	\N	producer,writer,miscellaneous	tt0072562,tt0096697,tt0356721,tt0462538
nm0583600	Nancy Meyers	1949	\N	writer,producer,director	tt0337741,tt2361509,tt1230414,tt0457939
nm0583675	Menno Meyjes	1954	\N	writer,director,producer	tt0133952,tt2352230,tt0088939,tt0097576
nm0583826	Ben Mezrich	1969	\N	writer,producer	tt1821601,tt8306584,tt0478087,tt1285016
nm0584770	Simon Michaël	1950	\N	writer,actor,producer	tt7380366,tt0210163,tt10100518,tt0111503
nm0585011	Roger Michell	1956	\N	director,producer,actor	tt0127319,tt0489327,tt0125439,tt0264472
nm0586005	Mike Mignola	1960	\N	writer,art_department,producer	tt0167190,tt2274648,tt0411477,tt0187738
nm0587518	John Milius	1944	\N	writer,producer,director	tt0068762,tt0078788,tt0082198,tt0384766
nm0587692	Miles Millar	1970	\N	writer,producer,director	tt3865236,tt0316654,tt1464540,tt0279600
nm0587955	Bennett Miller	1966	\N	director,producer,cinematographer	tt1100089,tt0150230,tt1210166,tt0379725
nm0588087	Christopher Miller	1975	\N	producer,writer,director	tt2294449,tt4633694,tt1490017,tt0305011
nm0588340	Frank Miller	1957	\N	writer,producer,actor	tt0416449,tt0401792,tt0458481,tt0831887
nm0591160	Michael Miner	\N	\N	writer,miscellaneous,director	tt0100502,tt0107978,tt0093870,tt1234721
nm0591450	Rob Minkoff	1962	\N	producer,director,animation_department	tt0243585,tt0865556,tt0110357,tt0095776
nm0591774	Jack Mintz	1895	1983	miscellaneous,assistant_director,writer	tt0049593,tt0019927,tt0047184,tt0054613
nm0592400	David Mirkin	1955	\N	producer,writer,director	tt0098802,tt0096697,tt0120032,tt0125022
nm0593565	Margaret Mitchell	1900	1949	writer,miscellaneous	tt7448782,tt0273338,tt7448784,tt0031381
nm0593610	Mike Mitchell	\N	\N	director,actor,writer	tt0205000,tt0194006,tt0892791,tt0892782
nm0594503	Hayao Miyazaki	1941	\N	animation_department,director,writer	tt0347149,tt0096283,tt0245429,tt0119698
nm0595590	Steven Moffat	1961	\N	writer,producer,miscellaneous	tt0983193,tt0096679,tt1475582,tt0436992
nm0595738	Deborah Moggach	1948	\N	writer,actress	tt0414387,tt0143277,tt1412386,tt0491203
nm0598744	Ashley Montagu	1905	1999	writer	tt1105563,tt0276652,tt0191143,tt0080678
nm0599393	Art Monterastelli	1957	\N	writer,producer,miscellaneous	tt0118492,tt0115202,tt0462499,tt0269347
nm0600872	Alan Moore	1953	\N	writer,actor,producer	tt10803844,tt7049682,tt0311429,tt0120681
nm0601337	Jason Moore	1970	\N	director,actor,writer	tt1850457,tt1981677,tt2848292,tt4765284
nm0601382	John Moore	1970	\N	director,camera_department,producer	tt0159273,tt0377062,tt0466909,tt0467197
nm0601781	Rich Moore	1963	\N	miscellaneous,director,art_department	tt1772341,tt5848272,tt2948356,tt0149460
nm0601822	Ronald D. Moore	1964	\N	producer,writer,miscellaneous	tt0111280,tt0092455,tt0407362,tt0117731
nm0601859	Scott Moore	\N	\N	writer,producer,director	tt1488555,tt4651520,tt1711425,tt1119646
nm0601881	Simon Moore	1958	\N	writer,producer,director	tt0105691,tt0096716,tt0181865,tt0114214
nm0601944	Thomas Moore	\N	\N	writer	tt0072890
nm0603628	Pierre Morel	1964	\N	camera_department,cinematographer,director	tt6850820,tt0936501,tt0414852,tt2515034
nm0604263	Bobby Moresco	1951	\N	producer,writer,director	tt3515512,tt0405159,tt0233052,tt0375679
nm0604448	Abi Morgan	1968	\N	writer,producer	tt1778108,tt1007029,tt1723811,tt3077214
nm0604555	Chris Morgan	\N	\N	writer,producer,script_department	tt4630562,tt1905041,tt6806448,tt2820852
nm0604688	Glen Morgan	1947	\N	producer,writer,miscellaneous	tt0310357,tt0106179,tt0112173,tt0267804
nm0604948	Peter Morgan	1963	\N	writer,producer,actor	tt0436697,tt0455590,tt0870111,tt4786824
nm0606251	David Morrell	1943	\N	writer,actor,producer	tt0083944,tt1206885,tt0095956,tt0089880
nm0606407	Bruce Morris	1958	\N	art_department,writer,producer	tt0091149,tt0114148,tt1877832,tt0119282
nm0607454	Barry Morrow	1948	\N	writer,producer,actor	tt0117427,tt0095953,tt9149786,tt0082075
nm0607694	Fulvio Morsella	\N	2002	producer,writer	tt0070215,tt0064116,tt0067140,tt0059578
nm0609236	Jonathan Mostow	1961	\N	director,producer,writer	tt0986263,tt0118771,tt0141926,tt0181852
nm0609549	Greg Mottola	1964	\N	director,producer,writer	tt0116041,tt0829482,tt1082583,tt1091722
nm0610831	Gabriele Muccino	1967	\N	director,writer,producer	tt0181396,tt0323807,tt0265930,tt0454921
nm0611683	Russell Mulcahy	1953	\N	director,producer,writer	tt0432021,tt0091203,tt1567432
nm0611848	Jim Mulholland	\N	\N	writer,actor,miscellaneous	tt0102603,tt0106053,tt0087979,tt0112442
nm0612199	Melissa Müller	\N	\N	writer	tt0363163,tt3527714,tt0246430,tt2984400
nm0612322	Robert Mulligan	1925	2008	director,producer,actor	tt0073451,tt0056592,tt0069050,tt0067803
nm0612487	Kieran Mulroney	1965	\N	actor,writer,soundtrack	tt0101545,tt1515091,tt0437405,tt3717490
nm0613609	Takeo Murata	1910	1994	writer,director	tt0034060,tt0048240,tt0047034,tt0831387
nm0614742	Tab Murphy	\N	\N	writer,director,producer	tt0120855,tt0328880,tt0230011,tt0116583
nm0615592	Andy Muschietti	1973	\N	director,producer,writer	tt1315885,tt7349950,tt2023587,tt1396484
nm0615780	John Musker	1953	\N	writer,director,miscellaneous	tt0097757,tt0119282,tt0103639,tt3521164
nm0617130	Daniel Myrick	1963	\N	writer,producer,director	tt0185937,tt0962711,tt1540011,tt0229260
nm0618680	Jeffrey Nachmanoff	1967	\N	producer,writer,director	tt0319262,tt2647258,tt1243957,tt0988047
nm0619923	Olivier Nakache	1973	\N	writer,director,producer	tt1404082,tt1675434,tt5699154,tt8655470
nm0621586	Sylvia Nasar	1947	\N	writer,miscellaneous	tt0268978,tt0094416,tt2426288,tt2063020
nm0621790	Ogden Nash	1902	1971	writer,soundtrack,music_department	tt0028873,tt0040669,tt0033596,tt0030743
nm0622112	Vincenzo Natali	1969	\N	art_department,director,producer	tt4687108,tt0123755,tt0284978,tt1017460
nm0622288	Jeff Nathanson	1965	\N	writer,miscellaneous,producer	tt0264464,tt1790809,tt0120179,tt0266915
nm0625858	André Nemec	\N	\N	producer,writer,actor	tt1229238,tt0787490,tt1291150,tt3949660
nm0626479	Eliot Ness	1903	1957	writer	tt0056449,tt0094226,tt0106165,tt0052522
nm0627159	Edward Neumeier	\N	\N	writer,miscellaneous,producer	tt0100502,tt0120201,tt0093870,tt1234721
nm0629272	Andrew Niccol	1964	\N	writer,director,producer	tt0120382,tt0119177,tt0399295,tt1637688
nm0629334	McG	1968	\N	producer,miscellaneous,director	tt0758794,tt0305357,tt0438488,tt2172934
nm0629734	Sue C. Nichols	\N	\N	animation_department,art_department,writer	tt0103639,tt0116583,tt0230011,tt0780521
nm0629933	William Nicholson	1948	\N	editor,writer,producer	tt0119125,tt0172495,tt1707386,tt1809398
nm0632893	Frank Nissen	\N	\N	art_department,animation_department,production_designer	tt0120762,tt0120855,tt0130623,tt0133240
nm0634240	Christopher Nolan	1970	\N	writer,producer,director	tt0816692,tt5013056,tt1375666,tt0482571
nm0634300	Jonathan Nolan	1976	\N	writer,producer,director	tt0482571,tt0816692,tt0468569,tt0475784
nm0634307	Ken Nolan	\N	\N	writer,producer,actor	tt3829920,tt3371366,tt0488352,tt0265086
nm0635488	Floyd Norman	1935	\N	art_department,animation_department,writer	tt0198781,tt0130623,tt0120762,tt0116583
nm0635565	Marc Norman	1941	\N	writer,director,producer	tt0138097,tt0060009,tt0072737,tt0112760
nm0635759	Stephen Norrington	1964	\N	special_effects,make_up_department,director	tt0109575,tt0120611,tt0275468,tt0311429
nm0636236	John Norton	\N	\N	art_department,animation_department,writer	tt0120855,tt0084827,tt0120917,tt0844471
nm0636435	Akiyuki Nosaka	1930	2015	writer,actor	tt0095327,tt0139864,tt2531252,tt0219359
nm0637497	Marti Noxon	1964	\N	producer,writer,miscellaneous	tt3314218,tt0118276,tt2649356,tt5541240
nm0637518	Phillip Noyce	1950	\N	producer,director,writer	tt0435651,tt0252444,tt0258068,tt0097162
nm0638913	Ron Nyswaner	1956	\N	producer,writer,director	tt0446755,tt0107818,tt3527502,tt1796960
nm0639321	Dan O'Bannon	1946	2009	writer,miscellaneous,actor	tt0089907,tt0090605,tt0069945,tt0078748
nm0640334	Gavin O'Connor	1963	\N	producer,director,writer	tt0161023,tt0482572,tt1291584,tt2140479
nm0641479	Mark O'Keefe	\N	\N	writer,miscellaneous,producer	tt0389860,tt0315327,tt0314984,tt0413099
nm0642277	Patrick O'Neill	\N	\N	writer,producer,actor	tt0119229,tt0098258,tt1013743,tt0239330
nm0644203	Steve Oedekerk	1961	\N	writer,producer,actor	tt0112281,tt0414853,tt0315327,tt0240468
nm0644823	Hideo Oguni	1904	1996	writer,director	tt0047478,tt0057565,tt0089881,tt0044741
nm0647449	Jesús Olmo	\N	\N	writer,miscellaneous	tt0463854,tt1034385,tt0203081,tt0116233
nm0647939	Josh Olson	\N	\N	writer,art_department,miscellaneous	tt0399146,tt0093507,tt0291265,tt0287497
nm0649117	Niels Arden Oplev	1961	\N	director,producer,writer	tt1132620,tt2039338,tt0425235,tt2101341
nm0649460	Roberto Orci	1973	\N	producer,writer,miscellaneous	tt1408101,tt1119644,tt1055369,tt0796366
nm0650276	Alan Ormsby	1943	\N	writer,miscellaneous,make_up_department	tt0068457,tt0120762,tt0081207,tt0071408
nm0651592	Ron Osborn	\N	\N	producer,writer,miscellaneous	tt0200276,tt0108755,tt0119643,tt0088571
nm0651706	Mark Osborne	1970	\N	director,producer,writer	tt1754656,tt0441773,tt0188913,tt0214646
nm0652223	Diana Ossana	1949	\N	writer,producer	tt0115238,tt0112041,tt4651466,tt0388795
nm0655053	Sergio Pablos	\N	\N	animation_department,writer,producer	tt0133240,tt4729430,tt1436562,tt1323594
nm0655683	José Padilha	1967	\N	producer,director,writer	tt1234721,tt0340468,tt0861739,tt1555149
nm0657062	Greg Pak	\N	\N	writer,director,editor	tt3669634,tt0301777,tt0195704,tt0205322
nm0657333	Chuck Palahniuk	1962	\N	writer,actor,producer	tt4546372,tt0137523,tt1024715,tt1773686
nm0660031	Vanna Paoli	\N	\N	director,writer,producer	tt0187777,tt0183443,tt0244379,tt0095765
nm0661791	Chan-wook Park	1963	\N	director,producer,writer	tt0364569,tt0451094,tt0762073,tt4016934
nm0664920	Jeremy Passmore	\N	\N	writer,director,producer	tt0479162,tt1234719,tt0331226,tt2126355
nm0666791	Cinco Paul	1964	\N	writer,producer,actor	tt0258470,tt1323594,tt0451079,tt1482459
nm0666871	Jarrad Paul	1976	\N	actor,writer,producer	tt4481322,tt1068680
nm0668247	Alexander Payne	1961	\N	producer,director,writer	tt0126886,tt1821549,tt0375063,tt1033575
nm0668309	Don Payne	1964	2013	producer,writer,miscellaneous	tt0465624,tt0486576,tt0800369,tt0096697
nm0668754	Ann Peacock	\N	\N	writer,producer	tt0363771,tt0790663,tt0179940,tt1119191
nm0668902	Craig Pearce	\N	\N	writer,actor,producer	tt0105488,tt1343092,tt0117509,tt0203009
nm0669311	Keir Pearson	\N	\N	writer,editor,editorial_department	tt0395169,tt2226632,tt3499076,tt1621046
nm0669379	Ryne Douglas Pearson	\N	\N	writer,producer	tt0120749,tt1297470,tt0448011,tt3468476
nm0669756	Anthony Peckham	\N	\N	writer,producer	tt0260866,tt0988045,tt1057500,tt0386907
nm0670328	Bill Peet	1915	2002	writer,animation_department,art_department	tt0033563,tt0057546,tt0042332,tt0053285
nm0670408	Simon Pegg	1970	\N	actor,writer,producer	tt0796366,tt0365748,tt1213663,tt0425112
nm0671856	Joe Penhall	\N	\N	writer,producer,miscellaneous	tt5290382,tt0898367,tt0220915,tt0375735
nm0672015	Zak Penn	1968	\N	writer,producer,actor	tt1677720,tt0800080,tt0848228,tt0290334
nm0672093	Erdman Penner	1905	1956	writer,soundtrack,music_department	tt0048280,tt0053285,tt0042332,tt0046183
nm0672459	David Webb Peoples	1940	\N	writer,editor,director	tt0083658,tt0114746,tt0120157,tt0105695
nm0672466	Janet Peoples	\N	\N	writer	tt0080594,tt2211910,tt0114746,tt3148266
nm0674518	Charles Perrault	1628	1703	writer	tt8651654,tt1587310,tt0053285,tt0042332
nm0677037	Bob Peterson	1961	\N	actor,writer,miscellaneous	tt0198781,tt0266543,tt1453405,tt1049413
nm0677953	Donald Petrie	1954	\N	director,actor,producer	tt0095690,tt0251127,tt0212346,tt0107050
nm0678014	Peter Savage	1920	1981	actor,writer,director	tt0081398,tt0125203,tt0128741,tt0075314
nm0679031	Brad Peyton	1978	\N	writer,producer,director	tt2231461,tt4686698,tt8755226,tt2126355
nm0679037	Harley Peyton	\N	\N	producer,writer,director	tt0098936,tt4820370,tt1632708,tt0219965
nm0680846	Todd Phillips	1970	\N	producer,director,writer	tt1119646,tt7286456,tt1231583,tt0302886
nm0682066	Jeff Pidgeon	1965	\N	animation_department,miscellaneous,actor	tt0114709,tt0198781,tt0435761,tt0120363
nm0682757	Frank Pierson	1925	2012	producer,writer,director	tt0072890,tt0100404,tt0804503,tt0061512
nm0683380	Nicholas Pileggi	1933	\N	writer,producer	tt0765429,tt0112641,tt0099685,tt1302006
nm0683724	Brian Pimental	1964	\N	art_department,writer,miscellaneous	tt0103639,tt0113198,tt0101414,tt0120855
nm0684342	Jan Pinkava	1963	\N	producer,director,writer	tt0382932,tt0120623,tt0198781,tt0131409
nm0684374	Jeff Pinkner	\N	\N	producer,writer,miscellaneous	tt1270797,tt7975244,tt0285333,tt1119644
nm0685265	Robert Pirosh	1910	1989	miscellaneous,writer,director	tt0034881,tt0043590,tt0055666,tt0041163
nm0685587	Joseph D. Pistone	1939	\N	writer,actor,producer	tt4551116,tt0119008,tt0233052,tt2104953
nm0688132	Amy Poehler	1971	\N	actress,producer,writer	tt0871426,tt2096673,tt0072562,tt1266020
nm0690798	Robert Roy Pool	\N	\N	writer	tt0114069,tt3637628,tt0120591,tt0092656
nm0692051	Bruce Porter	\N	\N	writer	tt0221027
nm0692427	Charles Portis	1933	\N	writer	tt0066162,tt0065126,tt1403865,tt0073636
nm0693956	Jon Povill	\N	\N	writer,producer,script_department	tt0100802,tt0159920,tt0112167,tt1386703
nm0694035	Bob Powell	1916	1967	writer	tt0116996
nm0694526	Donna Powers	\N	\N	writer,miscellaneous,producer	tt0088513,tt0317740,tt0149261,tt0242998
nm0694627	Tim Powers	1952	\N	writer,actor	tt6977888,tt1843198,tt1298650,tt0097718
nm0694638	Wayne Powers	\N	\N	writer,miscellaneous,producer	tt0329476,tt0317740,tt9331550,tt0149261
nm0696949	Jeffrey Price	1949	\N	writer,producer,director	tt0096438,tt0170016,tt0408985,tt0120891
nm0697052	Michael Price	1958	\N	producer,writer,miscellaneous	tt0462538,tt0096697,tt0182621,tt0257325
nm0698873	Mark Protosevich	1961	\N	writer,producer,director	tt0480249,tt0409182,tt1321511,tt0209958
nm0698925	Annie Proulx	1935	\N	producer,writer,soundtrack	tt4916700,tt0120824,tt0388795,tt9426272
nm0700760	Steve Purcell	\N	\N	writer,miscellaneous,actor	tt3473654,tt1217209,tt1661075,tt3606756
nm0701031	Neal Purvis	1961	\N	writer,producer	tt1074638,tt0830515,tt0381061,tt2379713
nm0701233	Nina Wilcox Putnam	1888	1962	writer	tt0023245,tt0022909,tt0012786,tt0013162
nm0701374	Mario Puzo	1920	1999	writer	tt0078346,tt0068646,tt0099674,tt0071562
nm0704031	A.J. Quinnell	1940	2005	writer	tt0093489,tt0328107
nm0706898	Ivan Raimi	1956	\N	writer,producer,actor	tt0099365,tt1127180,tt0413300,tt0106308
nm0708319	John Ramirez	\N	\N	art_department,animation_department,writer	tt0103639,tt0119282,tt0120855,tt0181739
nm0709056	Peter Ramsey	\N	\N	art_department,actor,assistant_director	tt1446192,tt0298814,tt4633694,tt0181689
nm0710020	Joe Ranft	1960	2005	actor,writer,art_department	tt0317219,tt0120623,tt0120363,tt0114709
nm0710698	Frederic Raphael	1931	\N	writer,actor,director	tt0120663,tt0059084,tt0058415,tt0062407
nm0711110	Jim Rash	1971	\N	actor,producer,writer	tt0405325,tt1033575,tt1439629,tt1727388
nm0711840	Brett Ratner	1969	\N	producer,director,music_department	tt1267297,tt0289765,tt0119695,tt0120812
nm0712753	Billy Ray	\N	\N	writer,director,producer	tt4530422,tt1392170,tt0323944,tt1535109
nm0713479	Richard Piers Rayner	\N	\N	writer,art_department	tt0257044,tt1708536
nm0714114	Jim Reardon	\N	\N	assistant_director,animation_department,writer	tt0910970,tt0096697,tt1772341,tt2948356
nm0714695	Jeffrey Reddick	1969	\N	writer,producer,actor	tt0195714,tt0401815,tt0309593,tt3778010
nm0714793	Quinn K. Redeker	1936	\N	actor,writer,producer	tt0081283,tt0071054,tt0069658,tt0077416
nm0715636	Peyton Reed	1964	\N	director,producer,actor	tt0478970,tt0204946,tt5095030,tt1068680
nm0715949	Rebecca Rees	\N	\N	animation_department,writer,art_department	tt0103639,tt0092752,tt0092695,tt0101414
nm0716257	Matt Reeves	1966	\N	producer,writer,director	tt2103281,tt3450958,tt1228987,tt1060277
nm0716347	Nicolas Winding Refn	1970	\N	writer,director,producer	tt1602613,tt1974419,tt0862467,tt0780504
nm0716391	Brian Regan	\N	\N	writer	tt1318004,tt0251127,tt1409815,tt0211181
nm0717550	Ethan Reiff	1965	\N	writer,producer,cinematographer	tt0955308,tt0245803,tt0465353,tt0165564
nm0718031	Al Reinert	1947	2018	writer,director,producer	tt0112384,tt0097372,tt2555202,tt0173840
nm0718514	Mike Reiss	1959	\N	producer,writer,miscellaneous	tt0096697,tt0090459,tt0462538,tt0108734
nm0718645	Ivan Reitman	1946	\N	producer,miscellaneous,director	tt0082509,tt1193138,tt0105477,tt0087332
nm0718646	Jason Reitman	1977	\N	producer,director,writer	tt1967545,tt1193138,tt0467406,tt0427944
nm0719208	Chris Renaud	\N	\N	producer,actor,director	tt1482459,tt1690953,tt1323594,tt2293640
nm0719734	Jeff Reno	\N	\N	producer,writer,miscellaneous	tt0119643,tt0088571,tt0108755,tt0200276
nm0720135	John Requa	\N	\N	producer,writer,director	tt5555260,tt1045772,tt0239395,tt2381941
nm0721675	David Reynolds	\N	\N	writer,actor,miscellaneous	tt0120762,tt0120917,tt0230011,tt0266543
nm0722610	Don Rhymer	1961	2012	writer,producer,miscellaneous	tt0423294,tt2357291,tt3411444,tt0208003
nm0723351	Anne Rice	1941	\N	writer,producer	tt0238546,tt3960394,tt0109758,tt0110148
nm0723633	Denis Rich	1930	2007	art_department,animation_department,writer	tt0118661,tt0078346,tt0086393,tt0082398
nm0724514	Doug Richardson	\N	\N	writer,producer	tt0099423,tt0340163,tt0112442,tt0113845
nm0725983	John Ridley	1964	\N	producer,writer,miscellaneous	tt0279493,tt3488298,tt0120188,tt2024544
nm0727370	Joe Rinaldi	1914	1974	writer,art_department	tt0053285,tt0033563,tt0048280,tt0042332
nm0728271	Dino Risi	1916	2008	director,writer,assistant_director	tt0072037,tt0062080,tt0056512,tt0050777
nm0731271	Jonathan Roberts	\N	\N	writer,producer,miscellaneous	tt0116683,tt0110357,tt0198781,tt6105098
nm0732452	Casey Robinson	1903	1979	writer,director,producer	tt0036748,tt0044552,tt0022387,tt0026174
nm0732961	Patrick Robinson	\N	\N	writer	tt1091191,tt0117973
nm0734441	Robert Rodat	1953	\N	writer,producer,director	tt1981115,tt0120815,tt1462059,tt0187393
nm0734472	Gene Roddenberry	1921	1991	writer,producer,miscellaneous	tt0079945,tt0098382,tt0092455,tt0060028
nm0736155	Álvaro Rodríguez	\N	\N	writer,producer,miscellaneous	tt2261391,tt5833186,tt0104815,tt0985694
nm0736622	Seth Rogen	1982	\N	actor,writer,producer	tt1700841,tt0829482,tt1245492,tt0910936
nm0736930	J.B. Rogers	\N	\N	assistant_director,producer,director	tt0129387,tt6966692,tt0116778,tt0480687
nm0736966	John Rogers	\N	\N	writer,producer,director	tt0327554,tt3663490,tt0298814,tt0418279
nm0737216	Steven Rogers	\N	\N	writer,producer	tt0119313,tt0120686,tt2279339,tt5580036
nm0738222	Sam Rolfe	1924	1993	writer,producer,soundtrack	tt1638355,tt0044953,tt0057765,tt0082616
nm0738908	John Romano	1948	\N	producer,writer,miscellaneous	tt0081873,tt0138524,tt0098772,tt1189340
nm0739661	John Romita Sr.	1930	\N	writer,art_department,miscellaneous	tt7563984,tt3402242,tt5675620,tt3322314
nm0740311	Darrell Rooney	\N	\N	animation_department,art_department,production_designer	tt0113198,tt0084827,tt0101414,tt0103639
nm0741627	Reginald Rose	1920	2002	writer,producer	tt0054531,tt0040051,tt0078294,tt0050083
nm0742279	Melissa Rosenberg	1962	\N	producer,writer,miscellaneous	tt1324999,tt0773262,tt1673434,tt2357547
nm0742797	Mark Rosenthal	\N	\N	writer,producer,director	tt3315386,tt0133152,tt0089370,tt0304415
nm0743119	Mark Rosner	\N	\N	producer,writer,director	tt1217239,tt0086822,tt0090410,tt0117500
nm0744429	Terry Rossio	1960	\N	writer,director,producer	tt0325980,tt0453467,tt0103639,tt0126029
nm0744834	Eli Roth	1972	\N	producer,actor,writer	tt0361748,tt0450278,tt0462322,tt0303816
nm0744839	Eric Roth	1945	\N	producer,writer,actor	tt1517451,tt0421715,tt0140352,tt0109830
nm0745247	Rodney Rothman	\N	\N	writer,producer,director	tt0800039,tt4633694,tt3960412,tt2294449
nm0745691	Duncan Rouleau	\N	\N	writer,producer,miscellaneous	tt6148376,tt2245084,tt2455546,tt1722512
nm0746830	J.K. Rowling	1965	\N	writer,producer,soundtrack	tt3183660,tt1201607,tt0926084,tt0417741
nm0748022	Bruce Joel Rubin	1943	\N	writer,producer,actor	tt0452694,tt0099653,tt0099871,tt0120647
nm0748035	Danny Rubin	1957	\N	writer,actor	tt8953820,tt0107048,tt0107090,tt0322330
nm0748620	Paul Rudd	1969	\N	actor,writer,producer	tt0478970,tt1659337,tt1155056,tt5095030
nm0751080	Chuck Russell	1958	\N	director,producer,writer	tt0094761,tt0116213,tt0110475,tt0093629
nm0751102	David O. Russell	1958	\N	producer,director,writer	tt1045658,tt2446980,tt1800241,tt0120188
nm0751207	Jack Golden Russell	\N	\N	writer	tt0240772,tt0349903,tt5164214,tt0496806
nm0751577	Anthony Russo	1970	\N	producer,director,writer	tt1843866,tt4154756,tt4154796,tt3498820
nm0751648	Joe Russo	1971	\N	producer,director,writer	tt4154756,tt1843866,tt3498820,tt4154796
nm0752116	Richard Rutowski	\N	\N	producer,actor,miscellaneous	tt0110632,tt0071615,tt0146838,tt0116361
nm0753249	Florence Ryerson	1892	1965	writer,script_department	tt0020726,tt0028398,tt0030108,tt0032138
nm0755266	William Sackheim	1919	2004	producer,writer,music_department	tt0083944,tt0048893,tt0071744,tt0079336
nm0755981	Carl Sagan	1934	1996	writer,miscellaneous,actor	tt2395695,tt0118884,tt0081846,tt4225134
nm0757858	Carlos Saldanha	1965	\N	director,producer,actor	tt2357291,tt1436562,tt0268380,tt0438097
nm0759986	Michael Samonek	\N	\N	writer,director,composer	tt1411238,tt0245091,tt0337693,tt1238304
nm0760745	Robert D. San Souci	1946	2014	writer	tt0279967,tt0120762
nm0761498	Chris Sanders	1962	\N	writer,actor,animation_department	tt0892769,tt0275847,tt0481499,tt0120762
nm0764982	Jan Sardi	\N	\N	writer,director	tt0093120,tt0117631,tt0332280,tt0301563
nm0765091	Alvin Sargent	1927	2019	writer,miscellaneous,actor	tt0316654,tt0070510,tt0103241,tt0081283
nm0766153	Drake Sather	1959	2004	producer,writer,actor	tt0196229,tt0103466,tt1608290,tt0112095
nm0766921	Norman Saunders	1907	1989	writer	tt0116996
nm0768959	Dan Scanlon	1976	\N	miscellaneous,writer,art_department	tt1437330,tt1453405,tt3606756,tt2096673
nm0769249	Furio Scarpelli	1919	2010	writer,director,soundtrack	tt0110877,tt0081616,tt0093004,tt0056945
nm0769840	Jeff Schaffer	\N	\N	writer,producer,director	tt0264235,tt0098904,tt0312528,tt0356150
nm0770005	James Schamus	1959	\N	producer,writer,director	tt0119349,tt0190332,tt0388795,tt0808357
nm0770337	Richard Schayer	1880	1956	writer,miscellaneous,script_department	tt0022422,tt0016324,tt0021884,tt0023245
nm0770938	Robert Schenkkan	1953	\N	actor,writer,producer	tt0374463,tt0258068,tt0092455,tt2119532
nm0772384	Bernhard Schlink	1944	\N	writer	tt1836202,tt2094828,tt0976051,tt0974613
nm0774217	Arthur Schnitzler	1862	1931	writer	tt0120663,tt0161412,tt0011909,tt0042906
nm0774599	Larry Scholl	\N	\N	art_department,animation_department,producer	tt0120762,tt0460681,tt0415406,tt3040964
nm0774744	Claude-Michel Schönberg	1944	\N	soundtrack,writer,music_department	tt1647668,tt1707386,tt1754109,tt1758830
nm0774786	Alan Schoolcraft	\N	\N	writer,miscellaneous	tt0118715,tt1911658,tt0190590,tt1001526
nm0776107	Roger S.H. Schulman	\N	\N	producer,writer,miscellaneous	tt0126029,tt1044418,tt0340281,tt0098888
nm0776114	Tom Schulman	1950	\N	writer,producer,director	tt0103241,tt0118541,tt0097523,tt0097165
nm0777881	Robert Schwentke	1968	\N	director,writer,soundtrack	tt1245526,tt6763252,tt0286204,tt3410834
nm0780117	George Scribner	\N	\N	art_department,animation_department,director	tt0095776,tt0110357,tt0088814,tt0082509
nm0780288	Mike Scully	1956	\N	producer,writer,soundtrack	tt0096697,tt0462538,tt1266020,tt0115167
nm0780620	Peter S. Seaman	1951	\N	writer,producer,director	tt0408985,tt0170016,tt0120891,tt0096438
nm0780799	Ted Sears	1900	1958	writer,soundtrack,animation_department	tt0032910,tt0053285,tt0029583,tt0042332
nm0780833	George Seaton	1911	1979	writer,director,producer	tt0046874,tt0040104,tt0065377,tt0039628
nm0781842	Peter Segal	1962	\N	director,producer,writer	tt0110622,tt1661382,tt0425061,tt0343660
nm0781981	Jason Segel	1980	\N	actor,soundtrack,producer	tt0800039,tt1204342,tt1956620,tt3416744
nm0782436	David Seidler	1937	\N	writer,manager	tt0095780,tt1504320,tt0096316,tt0247232
nm0782711	Hillary Seitz	\N	\N	writer,script_department,miscellaneous	tt1059786,tt0278504,tt7130300,tt0499444
nm0782968	Hubert Selby Jr.	1928	2004	actor,writer	tt0180093,tt0089384,tt0120081,tt0289944
nm0783100	David Self	\N	\N	writer,producer	tt0780653,tt0257044,tt0146309,tt0171363
nm0783139	Henry Selick	1952	\N	director,writer,animation_department	tt0327597,tt0107688,tt0116683,tt0100638
nm0783468	Matt Selman	1971	\N	producer,writer,miscellaneous	tt0462538,tt0096697,tt0386789,tt1139628
nm0783536	Aaron Seltzer	1974	\N	writer,director,producer	tt0799949,tt1213644,tt0466342,tt1073498
nm0784061	Dominic Sena	1949	\N	director,cinematographer,camera_department	tt0239142,tt0244244,tt0107302,tt0365929
nm0786694	Timothy J. Sexton	\N	\N	producer,writer,miscellaneous	tt0206634,tt0245712,tt2805096,tt0236285
nm0787323	Peter Shaffer	1926	2016	writer,miscellaneous	tt0075995,tt0064907,tt0069131,tt0086879
nm0788202	Adam Shankman	1964	\N	producer,miscellaneous,director	tt0452598,tt0427327,tt0281358,tt1336608
